Pozo,Estado,Acuífero,Elev.Brocal,Latitud,Longitud,año,nivel_estatico,precip_mm,temp_C
41_01,Baja California Sur,SANTO DOMINGO,36.78,25.072833,-111.775833,2013,53.98,0.49,22.48
419,Baja California Sur,LA PAZ,13.0,24.112417,-110.328147,2013,12.8,0.52,23.79
416,Baja California Sur,LA PAZ,45.0,24.1225,-110.299167,2013,45.0,0.63,24.66
415,Baja California Sur,LA PAZ,40.0,24.108333,-110.291667,2013,43.1,0.63,24.66
40_04,Baja California Sur,SANTO DOMINGO,34.71,25.062833,-111.802167,2013,54.6,0.49,22.48
408,Baja California Sur,LA PAZ,11.0,24.077778,-110.398889,2013,13.3,0.52,23.79
407,Baja California Sur,LA PAZ,18.0,24.075,-110.398611,2013,17.16,0.52,23.79
406,Baja California Sur,LA PAZ,14.0,24.089444,-110.408889,2013,14.4,0.52,23.79
405,Baja California Sur,LA PAZ,38.0,24.063056,-110.411111,2013,40.2,0.52,23.79
403,Baja California Sur,LA PAZ,33.0,24.038333,-110.37,2013,37.4,0.52,23.79
400,Baja California Sur,LA PAZ,55.0,24.015556,-110.390278,2013,61.89,0.52,23.79
4,Baja California Sur,SANTO DOMINGO,12.64,25.4545,-111.9175,2013,20.4,0.5,22.6
39_2,Baja California Sur,SANTO DOMINGO,67.61,25.0625,-111.583833,2013,34.01,0.49,22.48
38_2,Baja California Sur,SANTO DOMINGO,53.27,25.075,-111.638333,2013,37.97,0.49,22.48
385,Baja California Sur,LA PAZ,17.0,24.085556,-110.408056,2013,16.64,0.52,23.79
384,Baja California Sur,LA PAZ,34.0,24.0825,-110.419167,2013,35.79,0.52,23.79
381-R,Baja California Sur,LA PAZ,39.0,24.069444,-110.413889,2013,40.05,0.52,23.79
380-R,Baja California Sur,LA PAZ,38.0,24.040833,-110.383889,2013,41.65,0.52,23.79
37_32,Baja California Sur,SANTO DOMINGO,69.22,25.1375,-111.579167,2013,51.0,0.49,22.48
379,Baja California Sur,LA PAZ,13.0,24.099167,-110.416944,2013,13.7,0.52,23.79
378-R,Baja California Sur,LA PAZ,25.0,24.053611,-110.372778,2013,29.17,0.52,23.79
36_TMI,Baja California Sur,SANTIAGO,11.29,23.586,-109.568333,2013,9.53,0.92,25.21
36_25,Baja California Sur,SANTO DOMINGO,53.64,25.123333,-111.670833,2013,51.86,0.49,22.48
368,Baja California Sur,LA PAZ,11.0,24.102222,-110.418333,2013,12.72,0.52,23.79
35_78,Baja California Sur,SANTO DOMINGO,38.39,25.1645,-111.7945,2013,68.95,0.49,22.48
35_21,Baja California Sur,SANTO DOMINGO,30.79,25.1055,-111.852,2013,40.5,0.49,22.48
35_14,Baja California Sur,SANTO DOMINGO,20.54,25.128,-111.902167,2013,36.0,0.49,22.48
34_14,Baja California Sur,SANTO DOMINGO,30.57,25.167,-111.861167,2013,42.6,0.49,22.48
33,Baja California Sur,SANTO DOMINGO,45.63,25.149667,-111.7455,2013,75.12,0.49,22.48
32_TMI,Baja California Sur,SANTIAGO,16.32,23.595833,-109.605,2013,11.79,0.92,25.21
32_02,Baja California Sur,SANTO DOMINGO,16.31,25.128,-111.951167,2013,21.9,0.49,22.48
326,Baja California Sur,LA PAZ,20.0,24.082222,-110.407778,2013,20.54,0.52,23.79
253,Baja California Sur,LA PAZ,5.0,24.092222,-110.398611,2013,6.48,0.52,23.79
252,Baja California Sur,LA PAZ,10.0,24.089167,-110.380556,2013,10.24,0.52,23.79
25,Baja California Sur,SANTO DOMINGO,34.55,25.222,-111.8355,2013,73.8,0.49,22.48
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2013,13.73,0.52,23.79
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2013,13.82,0.52,23.79
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2013,7.16,0.52,23.79
221,Baja California Sur,LA PAZ,15.0,24.076028,-110.377472,2013,16.55,0.52,23.79
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2013,20.78,0.52,23.79
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2013,34.25,0.52,23.79
20_16_17,Baja California Sur,SANTO DOMINGO,29.9,25.239667,-111.803667,2013,68.6,0.49,22.48
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2013,43.85,0.52,23.79
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2013,38.08,0.52,23.79
206,Baja California Sur,LA PAZ,33.0,24.034444,-110.356667,2013,43.8,0.52,23.79
205,Baja California Sur,LA PAZ,25.0,24.053611,-110.359167,2013,30.45,0.52,23.79
2,Baja California Sur,SAN JOSÉ DEL CABO,30.7,23.1145,-109.703167,2013,4.94,0.67,24.27
19_73,Baja California Sur,SANTO DOMINGO,49.63,25.240833,-111.688667,2013,70.7,0.49,22.48
19_25,Baja California Sur,SANTO DOMINGO,48.99,25.201333,-111.712,2013,74.16,0.49,22.48
19_20,Baja California Sur,SANTO DOMINGO,40.98,25.1995,-111.761333,2013,69.1,0.49,22.48
197-A,Baja California Sur,LA PAZ,9.0,24.098611,-110.352778,2013,10.6,0.52,23.79
191-R,Baja California Sur,LA PAZ,10.0,24.096389,-110.3525,2013,10.91,0.52,23.79
186_XIII,Baja California Sur,SAN JOSÉ DEL CABO,23.72,23.086333,-109.699,2013,2.3,0.67,24.27
182,Baja California Sur,LA PAZ,12.0,24.093611,-110.350556,2013,13.43,0.52,23.79
181-R,Baja California Sur,LA PAZ,17.0,24.073611,-110.348889,2013,16.45,0.52,23.79
172,Baja California Sur,LA PAZ,14.0,24.078611,-110.354444,2013,17.09,0.52,23.79
171-A,Baja California Sur,LA PAZ,13.0,24.088333,-110.350833,2013,15.23,0.52,23.79
167-R,Baja California Sur,LA PAZ,42.0,24.0489,-110.334369,2013,48.0,0.52,23.79
166,Baja California Sur,LA PAZ,50.0,24.0477,-110.32655,2013,59.89,0.52,23.79
16,Baja California Sur,SANTO DOMINGO,24.8,25.304667,-111.828333,2013,50.92,0.5,22.6
157_TMI,Baja California Sur,SAN JOSÉ DEL CABO,83.3,23.214667,-109.686333,2013,15.0,0.91,25.07
151,Baja California Sur,LA PAZ,38.0,24.055,-110.333056,2013,45.54,0.52,23.79
15,Baja California Sur,SANTO DOMINGO,52.1,25.347,-111.6795,2013,47.0,0.5,22.6
146,Baja California Sur,LA PAZ,16.0,24.081944,-110.343889,2013,20.9,0.52,23.79
143,Baja California Sur,LA PAZ,36.27,24.030556,-110.356111,2013,43.3,0.52,23.79
141,Baja California Sur,LA PAZ,27.0,24.085097,-110.332044,2013,32.57,0.52,23.79
140,Baja California Sur,LA PAZ,28.0,24.088483,-110.331106,2013,28.25,0.52,23.79
13_18A,Baja California Sur,SANTO DOMINGO,49.3,25.338333,-111.728,2013,68.84,0.5,22.6
138,Baja California Sur,LA PAZ,36.0,24.089228,-110.324194,2013,34.2,0.52,23.79
135-R,Baja California Sur,LA PAZ,18.0,24.108056,-110.325556,2013,16.3,0.52,23.79
134,Baja California Sur,LA PAZ,20.0,24.104028,-110.323978,2013,19.75,0.52,23.79
13-R,Baja California Sur,SAN JOSÉ DEL CABO,60.65,23.169,-109.682833,2013,12.82,0.91,25.07
129-B,Baja California Sur,LA PAZ,26.0,24.098483,-110.316931,2013,29.1,0.52,23.79
128,Baja California Sur,LA PAZ,36.0,24.089719,-110.312672,2013,40.04,0.52,23.79
122-R,Baja California Sur,LA PAZ,15.0,24.085389,-110.366992,2013,15.08,0.52,23.79
12,Baja California Sur,SANTO DOMINGO,27.75,25.358667,-111.836167,2013,47.3,0.5,22.6
111,Baja California Sur,SANTO DOMINGO,47.1,25.371333,-111.713833,2013,45.0,0.5,22.6
109 ROASA,Baja California Sur,SANTIAGO,30.81,23.581333,-109.6155,2013,17.37,0.92,25.21
10,Baja California Sur,SAN JOSÉ DEL CABO,85.73,23.178667,-109.7405,2013,21.5,0.67,24.27
SAPA No.4 R,Baja California Sur,LA PAZ,76.0,23.994167,-110.332778,2014,109.13,1.17,24.94
Sapa No.21,Baja California Sur,LA PAZ,82.0,24.021667,-110.3175,2014,107.92,1.17,24.94
SAPA La Paz (San Pedro),Baja California Sur,LA PAZ,190.0,23.929722,-110.263889,2014,78.79,1.24,25.63
S/N_4,Baja California Sur,LA PAZ,42.0,24.025833,-110.3825,2014,50.24,1.17,24.94
S/N_3,Baja California Sur,LA PAZ,51.0,24.024167,-110.389444,2014,54.74,1.17,24.94
S/N_2,Baja California Sur,LA PAZ,38.0,24.028611,-110.373333,2014,43.5,1.17,24.94
Patricio Suarez A.,Baja California Sur,LA PAZ,215.0,23.93494,-110.24303,2014,20.99,1.24,25.63
Gilberto Chávez A.,Baja California Sur,LA PAZ,194.0,23.934222,-110.261194,2014,24.8,1.24,25.63
BUEN SUR,Baja California Sur,LA PAZ,198.0,23.929278,-110.255333,2014,17.4,1.24,25.63
BOLA DE FUEGO,Baja California Sur,LA PAZ,29.0,24.056667,-110.392222,2014,32.41,1.17,24.94
48_AH_180_ROASA,Baja California Sur,SAN JOSÉ DEL CABO,40.76,23.146333,-109.691167,2014,13.78,1.24,25.4
422,Baja California Sur,LA PAZ,37.0,24.070694,-110.327419,2014,51.58,1.17,24.94
419,Baja California Sur,LA PAZ,13.0,24.112417,-110.328147,2014,14.29,1.17,24.94
416,Baja California Sur,LA PAZ,45.0,24.1225,-110.299167,2014,46.48,1.24,25.63
409,Baja California Sur,LA PAZ,66.0,24.018611,-110.400278,2014,71.74,1.17,24.94
408,Baja California Sur,LA PAZ,11.0,24.077778,-110.398889,2014,15.07,1.17,24.94
407,Baja California Sur,LA PAZ,18.0,24.075,-110.398611,2014,17.85,1.17,24.94
406,Baja California Sur,LA PAZ,14.0,24.089444,-110.408889,2014,15.54,1.17,24.94
391,Baja California Sur,LA PAZ,30.0,24.053056,-110.383611,2014,33.69,1.17,24.94
385,Baja California Sur,LA PAZ,17.0,24.085556,-110.408056,2014,17.36,1.17,24.94
384,Baja California Sur,LA PAZ,34.0,24.0825,-110.419167,2014,36.95,1.17,24.94
380-R,Baja California Sur,LA PAZ,38.0,24.040833,-110.383889,2014,42.48,1.17,24.94
379,Baja California Sur,LA PAZ,13.0,24.099167,-110.416944,2014,14.75,1.17,24.94
378-R,Baja California Sur,LA PAZ,25.0,24.053611,-110.372778,2014,30.98,1.17,24.94
368,Baja California Sur,LA PAZ,11.0,24.102222,-110.418333,2014,12.12,1.17,24.94
326,Baja California Sur,LA PAZ,20.0,24.082222,-110.407778,2014,21.66,1.17,24.94
253,Baja California Sur,LA PAZ,5.0,24.092222,-110.398611,2014,6.29,1.17,24.94
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2014,14.36,1.17,24.94
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2014,15.04,1.17,24.94
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2014,7.32,1.17,24.94
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2014,21.7,1.17,24.94
216,Baja California Sur,LA PAZ,32.0,24.0575,-110.398611,2014,35.25,1.17,24.94
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2014,31.77,1.17,24.94
209,Baja California Sur,LA PAZ,38.0,24.027222,-110.368611,2014,56.8,1.17,24.94
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2014,39.09,1.17,24.94
207-R,Baja California Sur,LA PAZ,29.0,24.043889,-110.368889,2014,37.11,1.17,24.94
205,Baja California Sur,LA PAZ,25.0,24.053611,-110.359167,2014,35.66,1.17,24.94
197-A,Baja California Sur,LA PAZ,9.0,24.098611,-110.352778,2014,11.45,1.17,24.94
191-R,Baja California Sur,LA PAZ,10.0,24.096389,-110.3525,2014,12.2,1.17,24.94
182,Baja California Sur,LA PAZ,12.0,24.093611,-110.350556,2014,13.84,1.17,24.94
181-R,Baja California Sur,LA PAZ,17.0,24.073611,-110.348889,2014,21.81,1.17,24.94
172,Baja California Sur,LA PAZ,14.0,24.078611,-110.354444,2014,18.0,1.17,24.94
171-A,Baja California Sur,LA PAZ,13.0,24.088333,-110.350833,2014,16.18,1.17,24.94
167-R,Baja California Sur,LA PAZ,42.0,24.0489,-110.334369,2014,45.52,1.17,24.94
166,Baja California Sur,LA PAZ,50.0,24.0477,-110.32655,2014,61.12,1.17,24.94
157_TMI,Baja California Sur,SAN JOSÉ DEL CABO,83.3,23.214667,-109.686333,2014,28.38,1.2,26.15
152,Baja California Sur,LA PAZ,25.0,24.057222,-110.343333,2014,32.98,1.17,24.94
151,Baja California Sur,LA PAZ,38.0,24.055,-110.333056,2014,46.97,1.17,24.94
145-R,Baja California Sur,LA PAZ,21.59,24.080753,-110.333206,2014,32.75,1.17,24.94
141,Baja California Sur,LA PAZ,27.0,24.085097,-110.332044,2014,34.1,1.17,24.94
138,Baja California Sur,LA PAZ,36.0,24.089228,-110.324194,2014,36.28,1.17,24.94
135-R,Baja California Sur,LA PAZ,18.0,24.108056,-110.325556,2014,24.03,1.17,24.94
134,Baja California Sur,LA PAZ,20.0,24.104028,-110.323978,2014,17.45,1.17,24.94
13-R,Baja California Sur,SAN JOSÉ DEL CABO,60.65,23.169,-109.682833,2014,18.49,1.2,26.15
129-B,Baja California Sur,LA PAZ,26.0,24.098483,-110.316931,2014,32.7,1.17,24.94
128,Baja California Sur,LA PAZ,36.0,24.089719,-110.312672,2014,41.75,1.17,24.94
10,Baja California Sur,SAN JOSÉ DEL CABO,85.73,23.178667,-109.7405,2014,28.73,1.24,25.4
F_6,Baja California Sur,SANTO DOMINGO,28.95,25.253833,-111.925,2015,24.5,1.07,24.03
77_15,Baja California Sur,SANTO DOMINGO,61.79,25.249167,-111.63,2015,78.0,0.65,24.23
76_9B,Baja California Sur,SANTO DOMINGO,61.79,25.328833,-111.6305,2015,44.8,1.07,24.03
73_49_1,Baja California Sur,SANTO DOMINGO,14.16,24.7725,-111.67,2015,22.8,0.65,24.23
7,Baja California Sur,SANTO DOMINGO,20.87,25.408833,-111.888333,2015,29.25,1.07,24.03
59.1,Baja California Sur,SANTO DOMINGO,48.32,24.9145,-111.608333,2015,63.08,0.65,24.23
57_611_2,Baja California Sur,SANTO DOMINGO,33.86,24.920333,-111.683,2015,47.92,0.65,24.23
55_7,Baja California Sur,SANTO DOMINGO,31.26,24.949167,-111.730333,2015,37.4,0.65,24.23
54-12,Baja California Sur,SANTO DOMINGO,47.85,24.9775,-111.649167,2015,69.82,0.65,24.23
50.26,Baja California Sur,SANTO DOMINGO,60.34,24.963667,-111.587833,2015,63.17,0.65,24.23
48_08,Baja California Sur,SANTO DOMINGO,41.96,25.021167,-111.735833,2015,72.8,0.65,24.23
46_24,Baja California Sur,SANTO DOMINGO,36.65,25.0225,-111.785333,2015,55.5,0.65,24.23
45_20,Baja California Sur,SANTO DOMINGO,31.23,25.018,-111.833667,2015,41.73,0.65,24.23
42_34,Baja California Sur,SANTO DOMINGO,54.33,25.077,-111.7,2015,62.73,0.65,24.23
42_06,Baja California Sur,SANTO DOMINGO,44.82,25.112833,-111.7275,2015,66.0,0.65,24.23
42975,Baja California Sur,SANTO DOMINGO,63.48,25.197167,-111.655833,2015,73.76,0.65,24.23
41_01,Baja California Sur,SANTO DOMINGO,36.78,25.072833,-111.775833,2015,55.36,0.65,24.23
40_04,Baja California Sur,SANTO DOMINGO,34.71,25.062833,-111.802167,2015,53.34,0.65,24.23
4,Baja California Sur,SANTO DOMINGO,12.64,25.4545,-111.9175,2015,19.4,1.07,24.03
38_2,Baja California Sur,SANTO DOMINGO,53.27,25.075,-111.638333,2015,37.05,0.65,24.23
37_32,Baja California Sur,SANTO DOMINGO,69.22,25.1375,-111.579167,2015,40.0,0.65,24.23
36_25,Baja California Sur,SANTO DOMINGO,53.64,25.123333,-111.670833,2015,48.18,0.65,24.23
35_21,Baja California Sur,SANTO DOMINGO,30.79,25.1055,-111.852,2015,40.0,0.65,24.23
35_14,Baja California Sur,SANTO DOMINGO,20.54,25.128,-111.902167,2015,31.0,0.65,24.23
33,Baja California Sur,SANTO DOMINGO,45.63,25.149667,-111.7455,2015,77.4,0.65,24.23
32_02,Baja California Sur,SANTO DOMINGO,16.31,25.128,-111.951167,2015,25.9,0.65,24.23
31-27,Baja California Sur,SANTO DOMINGO,72.03,25.193,-111.608667,2015,61.0,0.65,24.23
25,Baja California Sur,SANTO DOMINGO,34.55,25.222,-111.8355,2015,61.2,0.65,24.23
20_16_17,Baja California Sur,SANTO DOMINGO,29.9,25.239667,-111.803667,2015,66.27,0.65,24.23
19_73,Baja California Sur,SANTO DOMINGO,49.63,25.240833,-111.688667,2015,70.25,0.65,24.23
19_25,Baja California Sur,SANTO DOMINGO,48.99,25.201333,-111.712,2015,75.72,0.65,24.23
19_20,Baja California Sur,SANTO DOMINGO,40.98,25.1995,-111.761333,2015,71.2,0.65,24.23
16,Baja California Sur,SANTO DOMINGO,24.8,25.304667,-111.828333,2015,53.26,1.07,24.03
15,Baja California Sur,SANTO DOMINGO,52.1,25.347,-111.6795,2015,45.4,1.07,24.03
13_18A,Baja California Sur,SANTO DOMINGO,49.3,25.338333,-111.728,2015,62.5,1.07,24.03
12,Baja California Sur,SANTO DOMINGO,27.75,25.358667,-111.836167,2015,48.1,1.07,24.03
111,Baja California Sur,SANTO DOMINGO,47.1,25.371333,-111.713833,2015,45.13,1.07,24.03
SAPA No.4 R,Baja California Sur,LA PAZ,76.0,23.994167,-110.332778,2016,102.97,0.73,24.68
Sapa No.21,Baja California Sur,LA PAZ,82.0,24.021667,-110.3175,2016,112.3,0.73,24.68
S/N_4,Baja California Sur,LA PAZ,42.0,24.025833,-110.3825,2016,48.31,0.73,24.68
S/N_2,Baja California Sur,LA PAZ,38.0,24.028611,-110.373333,2016,43.48,0.73,24.68
M53,Baja California Sur,MULEGÉ,11.73,26.872842,-112.004714,2016,4.75,1.07,24.89
M5-M35,Baja California Sur,MULEGÉ,16.34,26.880128,-112.027167,2016,10.62,1.07,24.89
M42,Baja California Sur,MULEGÉ,40.0,26.846097,-112.046803,2016,31.81,1.07,24.89
M41,Baja California Sur,MULEGÉ,10.2,26.884011,-112.004681,2016,5.63,1.07,24.89
M40,Baja California Sur,MULEGÉ,10.2,26.881111,-112.000772,2016,6.46,1.07,24.89
M38,Baja California Sur,MULEGÉ,9.43,26.880972,-111.997544,2016,5.69,1.07,24.89
M36,Baja California Sur,MULEGÉ,8.15,26.883069,-111.996125,2016,4.78,1.07,24.89
M34,Baja California Sur,MULEGÉ,14.34,26.882506,-112.019342,2016,8.58,1.07,24.89
M33,Baja California Sur,MULEGÉ,13.57,26.882172,-112.018047,2016,7.83,1.07,24.89
M30,Baja California Sur,MULEGÉ,13.32,26.884861,-112.017889,2016,7.56,1.07,24.89
M29,Baja California Sur,MULEGÉ,11.19,26.882417,-112.011717,2016,5.95,1.07,24.89
M28,Baja California Sur,MULEGÉ,11.05,26.885711,-112.011081,2016,5.79,1.07,24.89
M25,Baja California Sur,MULEGÉ,7.93,26.887783,-111.999022,2016,4.29,1.07,24.89
M23,Baja California Sur,MULEGÉ,2.9,26.895856,-111.960006,2016,3.15,1.07,24.89
M22,Baja California Sur,MULEGÉ,11.55,26.880192,-112.003406,2016,6.91,1.07,24.89
M21,Baja California Sur,MULEGÉ,10.98,26.878983,-112.003181,2016,6.52,1.07,24.89
M19,Baja California Sur,MULEGÉ,12.33,26.877719,-112.008428,2016,7.14,1.07,24.89
M18,Baja California Sur,MULEGÉ,13.38,26.878094,-112.014014,2016,12.2,1.07,24.89
M17,Baja California Sur,MULEGÉ,12.1,26.874858,-112.010222,2016,7.5,1.07,24.89
M16,Baja California Sur,MULEGÉ,14.77,26.8752,-112.020078,2016,8.72,1.07,24.89
M15,Baja California Sur,MULEGÉ,14.27,26.869947,-112.017556,2016,8.73,1.07,24.89
M14,Baja California Sur,MULEGÉ,14.48,26.871014,-112.018847,2016,8.83,1.07,24.89
M13,Baja California Sur,MULEGÉ,16.24,26.869197,-112.024425,2016,10.11,1.07,24.89
M12,Baja California Sur,MULEGÉ,17.77,26.870861,-112.029922,2016,11.56,1.07,24.89
M11,Baja California Sur,MULEGÉ,20.69,26.867908,-112.035803,2016,14.11,1.07,24.89
M10,Baja California Sur,MULEGÉ,19.59,26.862883,-112.032206,2016,12.93,1.07,24.89
M09,Baja California Sur,MULEGÉ,23.25,26.862294,-112.040097,2016,16.2,1.07,24.89
M08,Baja California Sur,MULEGÉ,34.0,26.856583,-112.05325,2016,23.95,1.07,24.89
M01,Baja California Sur,MULEGÉ,22.98,26.902014,-112.047656,2016,16.4,1.07,24.89
La Laguna 1,Baja California Sur,SANTIAGO,114.6,23.4755,-109.714167,2016,4.6,0.75,25.1
La Cienega,Baja California Sur,SANTIAGO,77.74,23.536833,-109.679167,2016,8.33,1.18,26.11
Gilberto Chávez A.,Baja California Sur,LA PAZ,194.0,23.934222,-110.261194,2016,21.93,0.81,25.5
EL PALMAR,Baja California Sur,LA PAZ,194.0,23.932528,-110.259556,2016,23.22,0.81,25.5
El Cantil,Baja California Sur,SANTIAGO,95.3,23.4975,-109.706833,2016,7.52,0.75,25.1
BUEN SUR,Baja California Sur,LA PAZ,198.0,23.929278,-110.255333,2016,17.54,0.81,25.5
BOLA DE FUEGO,Baja California Sur,LA PAZ,29.0,24.056667,-110.392222,2016,32.21,0.73,24.68
48_AH_180_ROASA,Baja California Sur,SAN JOSÉ DEL CABO,40.76,23.146333,-109.691167,2016,7.19,1.0,25.15
47 TMI_PBPI,Baja California Sur,SANTIAGO,61.6,23.541333,-109.664167,2016,18.15,1.18,26.11
416,Baja California Sur,LA PAZ,45.0,24.1225,-110.299167,2016,43.6,0.81,25.5
415,Baja California Sur,LA PAZ,40.0,24.108333,-110.291667,2016,37.9,0.81,25.5
409,Baja California Sur,LA PAZ,66.0,24.018611,-110.400278,2016,72.37,0.73,24.68
408,Baja California Sur,LA PAZ,11.0,24.077778,-110.398889,2016,15.39,0.73,24.68
407,Baja California Sur,LA PAZ,18.0,24.075,-110.398611,2016,18.21,0.73,24.68
405,Baja California Sur,LA PAZ,38.0,24.063056,-110.411111,2016,41.38,0.73,24.68
403,Baja California Sur,LA PAZ,33.0,24.038333,-110.37,2016,39.07,0.73,24.68
391,Baja California Sur,LA PAZ,30.0,24.053056,-110.383611,2016,26.26,0.73,24.68
385,Baja California Sur,LA PAZ,17.0,24.085556,-110.408056,2016,17.81,0.73,24.68
384,Baja California Sur,LA PAZ,34.0,24.0825,-110.419167,2016,35.87,0.73,24.68
381-R,Baja California Sur,LA PAZ,39.0,24.069444,-110.413889,2016,40.27,0.73,24.68
380-R,Baja California Sur,LA PAZ,38.0,24.040833,-110.383889,2016,42.9,0.73,24.68
36_TMI,Baja California Sur,SANTIAGO,11.29,23.586,-109.568333,2016,9.55,1.18,26.11
368,Baja California Sur,LA PAZ,11.0,24.102222,-110.418333,2016,15.58,0.73,24.68
326,Baja California Sur,LA PAZ,20.0,24.082222,-110.407778,2016,21.93,0.73,24.68
253,Baja California Sur,LA PAZ,5.0,24.092222,-110.398611,2016,6.46,0.73,24.68
252,Baja California Sur,LA PAZ,10.0,24.089167,-110.380556,2016,10.39,0.73,24.68
248-R,Baja California Sur,LA PAZ,30.0,24.044722,-110.3575,2016,33.38,0.73,24.68
243,Baja California Sur,LA PAZ,13.0,24.087222,-110.370556,2016,14.84,0.73,24.68
242-R,Baja California Sur,LA PAZ,13.0,24.085278,-110.373889,2016,15.44,0.73,24.68
228-A,Baja California Sur,LA PAZ,7.0,24.090833,-110.400278,2016,7.8,0.73,24.68
217-R,Baja California Sur,LA PAZ,19.0,24.070278,-110.3975,2016,22.14,0.73,24.68
211,Baja California Sur,LA PAZ,22.0,24.068333,-110.370278,2016,24.72,0.73,24.68
208,Baja California Sur,LA PAZ,32.0,24.036389,-110.364167,2016,37.39,0.73,24.68
205,Baja California Sur,LA PAZ,25.0,24.053611,-110.359167,2016,32.05,0.73,24.68
2,Baja California Sur,SAN JOSÉ DEL CABO,30.7,23.1145,-109.703167,2016,5.01,1.0,25.15
197-A,Baja California Sur,LA PAZ,9.0,24.098611,-110.352778,2016,11.74,0.73,24.68
191-R,Baja California Sur,LA PAZ,10.0,24.096389,-110.3525,2016,12.39,0.73,24.68
182,Baja California Sur,LA PAZ,12.0,24.093611,-110.350556,2016,15.79,0.73,24.68
181-R,Baja California Sur,LA PAZ,17.0,24.073611,-110.348889,2016,22.26,0.73,24.68
172,Baja California Sur,LA PAZ,14.0,24.078611,-110.354444,2016,18.36,0.73,24.68
171-A,Baja California Sur,LA PAZ,13.0,24.088333,-110.350833,2016,16.44,0.73,24.68
166,Baja California Sur,LA PAZ,50.0,24.0477,-110.32655,2016,61.5,0.73,24.68
157_TMI,Baja California Sur,SAN JOSÉ DEL CABO,83.3,23.214667,-109.686333,2016,22.58,1.4,25.93
153,Baja California Sur,LA PAZ,21.09,24.058889,-110.3475,2016,30.04,0.73,24.68
151,Baja California Sur,LA PAZ,38.0,24.055,-110.333056,2016,47.16,0.73,24.68
146,Baja California Sur,LA PAZ,16.0,24.081944,-110.343889,2016,21.21,0.73,24.68
145-R,Baja California Sur,LA PAZ,21.59,24.080753,-110.333206,2016,25.49,0.73,24.68
141,Baja California Sur,LA PAZ,27.0,24.085097,-110.332044,2016,25.97,0.73,24.68
138,Baja California Sur,LA PAZ,36.0,24.089228,-110.324194,2016,38.94,0.73,24.68
135-R,Baja California Sur,LA PAZ,18.0,24.108056,-110.325556,2016,17.84,0.73,24.68
134,Baja California Sur,LA PAZ,20.0,24.104028,-110.323978,2016,21.69,0.73,24.68
13-R,Baja California Sur,SAN JOSÉ DEL CABO,60.65,23.169,-109.682833,2016,10.59,1.4,25.93
129-B,Baja California Sur,LA PAZ,26.0,24.098483,-110.316931,2016,30.88,0.73,24.68
128,Baja California Sur,LA PAZ,36.0,24.089719,-110.312672,2016,41.75,0.73,24.68
122-R,Baja California Sur,LA PAZ,15.0,24.085389,-110.366992,2016,16.07,0.73,24.68
109 ROASA,Baja California Sur,SANTIAGO,30.81,23.581333,-109.6155,2016,13.95,1.18,26.11
10,Baja California Sur,SAN JOSÉ DEL CABO,85.73,23.178667,-109.7405,2016,19.13,1.0,25.15
SAPA La Paz (San Pedro),Baja California Sur,LA PAZ,190.0,23.929722,-110.263889,2022,99.34,0.88,24.83
S/N_4,Baja California Sur,LA PAZ,42.0,24.025833,-110.3825,2022,57.82,0.67,24.01
Patricio Suarez A.,Baja California Sur,LA PAZ,215.0,23.93494,-110.24303,2022,17.2,0.88,24.83
Gilberto Chávez A.,Baja California Sur,LA PAZ,194.0,23.934222,-110.261194,2022,25.72,0.88,24.83
EL PALMAR,Baja California Sur,LA PAZ,194.0,23.932528,-110.259556,2022,26.33,0.88,24.83
BUEN SUR,Baja California Sur,LA PAZ,198.0,23.929278,-110.255333,2022,18.79,0.88,24.83
BOLA DE FUEGO,Baja California Sur,LA PAZ,29.0,24.056667,-110.392222,2022,35.01,0.67,24.01
422,Baja California Sur,LA PAZ,37.0,24.070694,-110.327419,2022,35.42,0.67,24.01
416,Baja California Sur,LA PAZ,45.0,24.1225,-110.299167,2022,44.04,0.88,24.83
415,Baja California Sur,LA PAZ,40.0,24.108333,-110.291667,2022,39.01,0.88,24.83
406,Baja California Sur,LA PAZ,14.0,24.089444,-110.408889,2022,15.73,0.67,24.01
405,Baja California Sur,LA PAZ,38.0,24.063056,-110.411111,2022,26.1,0.67,24.01
403,Baja California Sur,LA PAZ,33.0,24.038333,-110.37,2022,39.15,0.67,24.01
385,Baja California Sur,LA PAZ,17.0,24.085556,-110.408056,2022,17.96,0.67,24.01
380-R,Baja California Sur,LA PAZ,38.0,24.040833,-110.383889,2022,44.3,0.67,24.01
